Fahrenkamp, 05:48
Schmälkamp, 05:49
Eiffelstraße, 05:50
Fliegerhorst, 05:51
Brookweg, 05:52
Theodor-Pekol-Straße, 05:53
Feldstraße, 05:54
Im Dreieck, 05:55
Schulweg, 05:55
Frankenstraße, 05:56
Melkbrink, 05:57
von-Finckh-Straße, 05:58
Humboldtstraße, 05:59
Pferdemarkt-C, 06:00
Karlstraße, 06:01
ZOB-B, 06:03
Hauptbahnhof-Süd-A, 06:04
Lappan-B, 06:05
Staustraße-A, 06:06
Schloßplatz-B, 06:07
Nikolausstraße, 06:08
Nordstraße, 06:09
Wiesenstraße, 06:09
Bremer Straße, 06:10
Schützenhofstraße, 06:11
Bremer Heerstraße, 06:11
Bhf. Osternburg, 06:12
Wunderburgstraße, 06:12
Ferdinand-Koch-Straße, 06:13
Brachvogelweg, 06:14
Goldregenweg, 06:14
Lärchenring, 06:15
Klingenbergstraße, 06:16
Am Wüschemeer, 06:16
Carl-Friedrich-Gauß-Str., 06:17
Kreyen-Centrum, 06:18
Hans-Fleischer-Straße, 06:19
Dwaschweg, 06:20
Gerhard-Schnitger-Straße, 06:21
Heinrich-Früstück-Straße, 06:22
Am Schmeel, 06:23
Beentweg, 06:24
Bhf. Krusenbusch, 06:25
Tweelbäker Tredde, 06:25
Schafgarbenweg, 06:26
Schwertlilienweg, 06:27
Krusenbusch, 06:28