Stralsunder Straße, 05:27 
Max-Beckmann-Straße, 05:28 
Kreyenbrück, 05:29 
Schmidt-Rottluff-Straße, 05:30 
Franz-Marc-Straße, 05:31 
Wilhelm-Kempin-Straße, 05:31 
von-Helmholtz-Straße, 05:32 
Hertzstraße, 05:32 
Kielweg, 05:33 
Windmühlenweg, 05:34 
Klingenbergplatz, 05:35 
Giesenweg, 05:36
Brandenburger Straße, 05:37 
Klinikum Oldenburg, 05:38 
An den Voßbergen, 05:40 
Sandkamp, 05:41 
Krögerskamp, 05:42
P+R Landwehrstraße, 05:42 
Rudolf-Diesel-Straße, 05:43 
Schützenhofstraße, 05:44 
Bremer Straße, 05:45 
Wiesenstraße, 05:45 
Nordstraße, 05:46 
Nikolausstraße, 05:47 
Schloßplatz-A, 05:48 
Pulverturm-B, 05:49 
Julius-Mosen-Platz-A, 05:51 
Lappan-A, 05:53 
Hauptbahnhof-Süd-B, 05:54 
ZOB-C, 05:56