Am Nordkreuz, 06:08
Wahnbek, 06:09
Huntestraße, 06:10
Elbestraße, 06:10
Schulstraße, 06:11
Sandbergstraße, 06:12
Wahnbäkenweg, 06:13
Mittelkamp, 06:14
Ekernstraße, 06:14
Botterkamp, 06:15
Dillweg, 06:16
Geestkamp, 06:17
Ohmstede, 06:18
Ohmstede, 06:19
Niendorfer Weg, 06:20
Mühlenhofsweg, 06:21
Ostlandstraße, 06:22
Trommelweg, 06:23
Ammergaustraße, 06:24
Schlieffenstraße, 06:25
Graf-Dietrich-Straße, 06:26
bfe-Oldenburg/Unt. Berg, 06:27
Weser-Ems-Halle, 06:28
Straßburger Straße, 06:29
ZOB-A, 06:31
Hauptbahnhof-Süd-A, 06:32
Lappan-B, 06:33
Staustraße-A, 06:34
Schloßplatz-A, 06:35
Pulverturm-B, 06:36
Theater, 06:37
Herbartstraße, 06:37
Tappenbeckstraße, 06:38
Rummelweg, 06:38
Lasiusstraße, 06:39
Leipziger Straße, 06:39
Haarenfeld, 06:40
Dresdener Straße, 06:40
Uhlhornsweg, 06:41
Postenweg, 06:42
Sportweg, 06:42
Theodor-Heuss-Straße, 06:43
Kennedystraße, 06:44
Bloherfelder Marktplatz, 06:45
Hartenscher Damm, 06:46
Schramperweg, 06:47
Hörneweg, 06:48
Bloherfelde, 06:49
Moorweg, 06:50
Eichenweg, 06:51
Bussardweg, 06:52
Petersfehn, 06:53